Topology,R1,R2,R3,C1,C2,C3,RA,RB,K_calc,Q_calc,f0_calc,SampleID,FamilyLabel,ResponseType
ACTIVE_OTHER_CASCADED_VCVS,13750.4568151913,13750.4568151913,665329.987608252,3.25879264162987e-11,3.25879264162987e-11,2.57838191854022e-12,9883.75592104634,2854.0341810759,2.88332380322032,0.947738791957807,223977.105472912,2139,ACTIVE_OTHER,HPF
VCVS_LPF,13964.7499665393,13964.7499665393,NaN,9.18941186231853e-10,9.18941186231853e-10,NaN,9859.12946917455,6202.18349881894,1.6290802365676,0.729437292155072,12402.2148534605,1225,VCVS,LPF
VCVS_LPF,2553.05452271157,2553.05452271157,NaN,6.73878997288694e-12,6.73878997288694e-12,NaN,10301.8391066847,11707.7514286378,2.13647197431387,1.15804000594587,9250775.06337672,1194,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,15013.3436325648,15013.3436325648,15481.0698291838,4.09136335093245e-11,4.09136335093245e-11,2.3955689340367e-10,9948.99904541849,4528.782979038,2.13876101161151,0.930347996676224,151009.728434408,2237,ACTIVE_OTHER,BSF
PASSIVE_RLC_BSF,2050.17612579848,NaN,NaN,6.39539630467491e-11,NaN,NaN,NaN,NaN,1,10,16082.3510266082,623,PASSIVE,BSF
ACTIVE_OTHER_CASCADED_VCVS,24411.0355581835,24411.0355581835,20672.7288701939,5.20189989199066e-12,5.20189989199066e-12,3.31967462985909e-12,10120.2617075314,13510.541132927,5.37082228806453,1.46630618109355,1786243.94803146,2555,ACTIVE_OTHER,BPF
MFB_HPF,2154.70596449755,9146303253.00846,NaN,9.91321488919122e-12,5.84930629030527e-10,5.68697806457159e-11,NaN,NaN,-5.73676464006881,2.36777447104437e-05,196.566890796912,1601,MFB,HPF
PASSIVE_RC,567140.092800413,NaN,NaN,1.14476261056761e-11,NaN,NaN,NaN,NaN,1,NaN,24514.0092341194,242,PASSIVE,HPF
MFB_BPF,4055.08747800786,1098289047.34796,NaN,1.09285496374596e-11,5.04595053588806e-10,NaN,NaN,NaN,-488716.254411662,74.9656683784676,1015.56782351235,1645,MFB,BPF
PASSIVE_RC,205304.015948756,NaN,NaN,6.66885107996766e-10,NaN,NaN,NaN,NaN,1,NaN,1162.44300248179,279,PASSIVE,HPF
VCVS_LPF,8987.46081049127,8987.46081049127,NaN,3.63638853328106e-11,3.63638853328106e-11,NaN,10094.3067024063,5502.77041296495,1.54513604303832,0.687349490799393,486981.925302299,941,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,9293.06726415856,9293.06726415856,454870.323379319,2.47309018734168e-11,2.47309018734168e-11,5.96465807016966e-12,10128.8951055392,1531.97381710864,1.98366975113446,1.19727436733604,375581.383682139,2418,ACTIVE_OTHER,BSF
VCVS_BPF,24567.1721536461,24567.1721536461,NaN,7.36693148933176e-12,7.36693148933176e-12,NaN,10011.7706498087,7736.01562725604,1.77269205396788,0.814791432934984,879383.538114155,752,VCVS,BPF
MFB_HPF,3425.15618627088,307128.2891604,NaN,1.01645848330055e-10,2.31876090619704e-10,1.02981331438843e-11,NaN,NaN,-0.101313858982662,0.148145147620177,100418.283918052,1576,MFB,HPF
MFB_BPF,2207.54866300737,875732614.804567,NaN,2.04545067918509e-11,2.30308801913735e-11,NaN,NaN,NaN,-19668859.4974163,314.367074850854,5273.8703899951,1917,MFB,BPF
PASSIVE_RLC_BPF,6409.39669559444,NaN,NaN,4.5039993801739e-10,NaN,NaN,NaN,NaN,1,10,104.439588966651,448,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,30318.9823476646,30318.9823476646,839587.722739334,1.04336783567413e-12,1.04336783567413e-12,3.21500716474031e-10,9644.61569501723,1324.54642764151,1.52690778137882,0.670045730476765,2515874.45169875,2681,ACTIVE_OTHER,BSF
PASSIVE_RLC_BSF,302.336193126818,NaN,NaN,1.78756366769933e-12,NaN,NaN,NaN,NaN,1,10,503586.863579045,446,PASSIVE,BSF
MFB_LPF,920.004861461301,10485.5122822466,3021.67249416082,4.51920438575441e-11,1.79172403971389e-11,NaN,NaN,NaN,-3.28440926862202,0.186450044715965,993653.707724683,1943,MFB,LPF
ACTIVE_OTHER_CASCADED_VCVS,168891.707466755,168891.707466755,894283.306623949,4.64859867413014e-10,4.64859867413014e-10,5.49169633851059e-10,10002.7380980395,11652.8928375322,4.88682034944212,1.27193047204824,1175.61889607564,2551,ACTIVE_OTHER,LPF
VCVS_BSF,75834.1605926898,75834.1605926898,NaN,7.22377625946368e-10,7.22377625946368e-10,NaN,10023.7879060897,711.516664671566,1.07098281321768,0.538203175478124,2905.29984890471,1263,VCVS,BSF
MFB_BPF,1320.41768703836,139144208.673241,NaN,1.2897085663e-11,1.37310918446049e-11,NaN,NaN,NaN,-55154835.6534367,162.230977876374,27901.8865939994,1972,MFB,BPF
VCVS_BSF,1866.62952697536,1866.62952697536,NaN,1.08950630034524e-10,1.08950630034524e-10,NaN,9911.92735768528,1607.50544062376,1.16217889645623,0.596786113270637,782586.324189932,732,VCVS,BSF
ACTIVE_OTHER_CASCADED_VCVS,515526.819455503,515526.819455503,81203.4014566155,1.25037251532366e-11,1.25037251532366e-11,2.81271630772156e-10,10226.9795897646,3106.40993445329,2.01990793130683,0.913769984044842,15829.3325774331,2541,ACTIVE_OTHER,BSF
MFB_BPF,20268.8616399313,43.4593644440368,NaN,1.63697354994946e-10,2.41454072052906e-10,NaN,NaN,NaN,-204331.869184613,0.02272206152987,852954.115588932,1646,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,15748.2517701509,15748.2517701509,136476.364171304,6.69302970833299e-10,6.69302970833299e-10,6.36365804764641e-11,10046.2154812874,4739.29391905301,2.54247521369381,1.39075643578797,16712.5432405049,2258,ACTIVE_OTHER,BSF
MFB_LPF,591794.063763363,34110.852777503,830103.2058862,2.76895468331417e-10,1.78731908611882e-10,NaN,NaN,NaN,-1.40268930818159,0.229638833523723,4251.56503736566,1687,MFB,LPF
VCVS_BPF,628595.366932821,628595.366932821,NaN,6.24922427709697e-11,6.24922427709697e-11,NaN,10290.233423119,3739.48371791048,1.36340125283349,0.61102331999907,4051.56531629258,1033,VCVS,BPF
ACTIVE_OTHER_CASCADED_VCVS,6272.84509793826,6272.84509793826,109872.12815975,5.59036702409867e-12,5.59036702409867e-12,9.19010698450481e-11,10157.0842351089,1424.24157491998,1.57626340497763,0.69557750053402,2277146.20311204,2252,ACTIVE_OTHER,BSF
VCVS_BSF,211215.787886965,211215.787886965,NaN,8.92907757436159e-10,8.92907757436159e-10,NaN,10126.8559324764,2186.5237532692,1.21591338593621,0.637684652475554,843.892559944854,1061,VCVS,BSF
VCVS_BPF,9439.32705057555,9439.32705057555,NaN,1.58395757186044e-11,1.58395757186044e-11,NaN,9775.48014077951,2190.09652668307,1.22403979089956,0.563075678653027,1064475.2145072,1049,VCVS,BPF
VCVS_BPF,3810.49870943429,3810.49870943429,NaN,2.41399639676211e-10,2.41399639676211e-10,NaN,9991.94055800831,1045.11671808498,1.10459597032404,0.527591998509658,173022.146386133,816,VCVS,BPF
ACTIVE_OTHER_CASCADED_VCVS,2389.89854338814,2389.89854338814,25746.9743693196,8.72441313537168e-10,8.72441313537168e-10,4.77937597013737e-10,10038.2056556513,1130.117564633,1.45684221026798,0.643733216130504,44632.656171104,2605,ACTIVE_OTHER,BSF
VCVS_BSF,10199.5853359872,10199.5853359872,NaN,1.10784852272756e-12,1.10784852272756e-12,NaN,10002.5466237117,1892.58956116771,1.18921077125311,0.616683081462211,14085012.3733375,1147,VCVS,BSF
VCVS_LPF,585196.671655218,585196.671655218,NaN,8.74451661054458e-10,8.74451661054458e-10,NaN,10264.9981987881,2321.31967743831,1.22613931658676,0.563742130005281,311.015817839383,852,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,3321.15983788413,3321.15983788413,2544.91860719763,1.70318019302993e-12,1.70318019302993e-12,4.0428863123412e-12,10043.7284584376,9206.99461971897,2.15698913716654,0.728268290425094,21802605.5693595,2726,ACTIVE_OTHER,LPF
PASSIVE_RLC_BSF,3134.21376877154,NaN,NaN,7.13455622578111e-10,NaN,NaN,NaN,NaN,1,10,1356.52020831954,110,PASSIVE,BSF
ACTIVE_OTHER_CASCADED_VCVS,936141.974854288,936141.974854288,10082.8942030251,1.43229809491342e-12,1.43229809491342e-12,2.50733491798409e-10,10059.1769731988,5839.68655053922,3.33803279004501,0.915286590081973,90826.1634082063,2655,ACTIVE_OTHER,BPF
ACTIVE_OTHER_CASCADED_VCVS,3887.49014010002,3887.49014010002,6379.59500211767,6.42804196876781e-10,6.42804196876781e-10,3.48477067491045e-11,9933.53462115231,6062.51945435156,2.77187117696501,1.53864946957084,389795.440820622,2594,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,455832.684611985,455832.684611985,59199.2898844402,6.89263081894084e-11,6.89263081894084e-11,6.44156509994616e-11,9947.00288898156,10437.1354296817,4.43450799907904,1.12395770843853,23400.8605334663,2714,ACTIVE_OTHER,BPF
PASSIVE_RC,14505.9523631155,NaN,NaN,3.18289055479145e-10,NaN,NaN,NaN,NaN,1,NaN,34470.8648159651,281,PASSIVE,LPF
MFB_BPF,34139.5411492496,36309.9737645653,NaN,2.28946521760482e-11,7.12278116998992e-10,NaN,NaN,NaN,-41123.750763446,0.179137513296581,35398.633589452,1513,MFB,BPF
VCVS_BSF,1626.99167175658,1626.99167175658,NaN,7.58920716556251e-10,7.58920716556251e-10,NaN,10080.6765968008,1384.33516075383,1.1373256197102,0.579592962795576,128895.689396273,1350,VCVS,BSF
ACTIVE_OTHER_CASCADED_VCVS,1151.27868262885,1151.27868262885,48484.8798350587,1.71902300537243e-11,1.71902300537243e-11,5.28282348959356e-12,10285.5983830086,3022.85680625001,2.15031579574007,0.666728085862548,4331626.78153635,2251,ACTIVE_OTHER,BPF
ACTIVE_OTHER_CASCADED_VCVS,6266.86286133107,6266.86286133107,16139.1846154801,2.0518988479078e-12,2.0518988479078e-12,1.72995851708786e-10,9936.83527050625,7038.35362200626,2.42366077457152,0.703294759593476,6216981.91644437,2335,ACTIVE_OTHER,BPF
VCVS_BSF,25944.3888718751,25944.3888718751,NaN,3.5884975089516e-10,3.5884975089516e-10,NaN,10195.880797664,2898.63060685327,1.28429428161983,0.698611157015245,17094.8005192016,704,VCVS,BSF
ACTIVE_OTHER_CASCADED_VCVS,34704.5298738154,34704.5298738154,50200.6627836022,2.51956875200535e-10,2.51956875200535e-10,2.38406763013445e-10,9701.08623656818,3178.90149020994,2.72551863883091,0.82687795669091,15749.8505021058,2535,ACTIVE_OTHER,LPF
VCVS_BPF,1424.84417681603,1424.84417681603,NaN,6.43405081084132e-10,6.43405081084132e-10,NaN,10328.7361899924,1610.97251763372,1.15596995489096,0.542290513461166,173607.416207419,1179,VCVS,BPF
ACTIVE_OTHER_CASCADED_VCVS,3266.13992021803,3266.13992021803,332351.717386777,3.16702879151497e-11,3.16702879151497e-11,5.42363242010316e-12,9801.87667179306,6585.92563545248,2.4557530965449,1.23263756416177,813460.551175493,2200,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,14692.4879081183,14692.4879081183,35352.7762561782,3.98550304711211e-12,3.98550304711211e-12,9.40492685652469e-12,9921.43594519563,1980.30397793917,1.6835355983006,0.590884423565526,1598313.30839276,2698,ACTIVE_OTHER,BPF
VCVS_LPF,189085.25737788,189085.25737788,NaN,1.88313418019294e-10,1.88313418019294e-10,NaN,10093.3331277919,7876.59363541945,1.78037587144838,0.8199247428694,4469.72903900085,894,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,1599.19532680317,1599.19532680317,1584.26064853857,1.56729218266648e-11,1.56729218266648e-11,1.07786989970541e-12,9906.55351145326,7974.72985615242,2.08342481124691,0.689301739720832,49776169.0155291,2147,ACTIVE_OTHER,BPF
VCVS_BPF,66395.3990592265,66395.3990592265,NaN,4.11506536975647e-11,4.11506536975647e-11,NaN,9879.2352191484,8829.49934046679,1.89374320426677,0.903949249267387,58251.2712375667,1070,VCVS,BPF
VCVS_BSF,171564.555411611,171564.555411611,NaN,7.71469669027362e-10,7.71469669027362e-10,NaN,9893.3224255847,2755.6617861563,1.27853754963348,0.693036761297815,1202.46849448066,774,VCVS,BSF
VCVS_BPF,1562.84802362395,1562.84802362395,NaN,4.68431519165056e-12,4.68431519165056e-12,NaN,10004.2103634515,13881.0779105738,2.3875235931949,1.63271595262968,21739886.5899497,1342,VCVS,BPF
MFB_BPF,36313.9881966092,9816.05153246754,NaN,1.71362737505197e-11,3.89732180533573e-10,NaN,NaN,NaN,-70657.7468705788,0.10442843056973,103150.993062409,1685,MFB,BPF
MFB_LPF,1448252767.96469,25865.488325788,5666196345.45311,1.28103138388403e-10,1.04209778169835e-10,NaN,NaN,NaN,-3.91243605452667,0.00236881116578062,113.783649772469,1997,MFB,LPF
MFB_BPF,5763.98628092012,5306.0027947086,NaN,2.65606688989213e-11,8.24958638652509e-11,NaN,NaN,NaN,-2103027.18595489,0.411818804261878,614807.750678783,1896,MFB,BPF
VCVS_BSF,6584.10219584593,6584.10219584593,NaN,9.24201030087891e-12,9.24201030087891e-12,NaN,10147.2073089644,4377.56128451497,1.43140552382799,0.87936133915015,2615514.4287652,929,VCVS,BSF
ACTIVE_OTHER_CASCADED_VCVS,823619.437556958,823619.437556958,49835.2057647633,4.09834005137608e-11,4.09834005137608e-11,1.25858584824331e-10,9796.23272155444,3807.11317855943,1.71707458499564,0.593825948743209,15044.8743060444,2771,ACTIVE_OTHER,LPF
VCVS_BPF,137311.984252589,137311.984252589,NaN,2.35886431019427e-11,2.35886431019427e-11,NaN,10012.1706500231,5823.01971611927,1.58159413374619,0.705016824726712,49137.010345745,716,VCVS,BPF
MFB_HPF,24359.9026627903,182.753900590345,NaN,3.45366759535026e-11,4.59142636343377e-11,8.12798168054421e-10,NaN,NaN,-23.5343485038545,0.106094982441822,390466.572270798,1764,MFB,HPF
PASSIVE_RC,115390.874280853,NaN,NaN,2.18974823745672e-10,NaN,NaN,NaN,NaN,1,NaN,6298.75160917069,657,PASSIVE,LPF
MFB_BPF,1824.59581708048,1727796259.51907,NaN,2.27776422213223e-11,2.04100289959636e-10,NaN,NaN,NaN,-2685280.78007883,292.446795138223,1314.66268159819,1722,MFB,BPF
MFB_LPF,4.96429784377202,11945.7182569519,14.9151052946039,7.81529791040094e-10,3.28313985387349e-10,NaN,NaN,NaN,-3.00447430109691,0.0136098771426235,744360.597410413,1923,MFB,LPF
MFB_BPF,7086.71887264645,191139.63844579,NaN,4.26174173534966e-11,3.36935430867036e-10,NaN,NaN,NaN,-418801.388645268,1.63963593440906,36087.370985299,2050,MFB,BPF
MFB_BPF,57564.0809706321,276.224974481182,NaN,2.7895178070523e-11,1.00355622051909e-10,NaN,NaN,NaN,-173103.846108229,0.0285779467586005,754357.91279386,1725,MFB,BPF
VCVS_BSF,551610.808573556,551610.808573556,NaN,2.09639886890099e-12,2.09639886890099e-12,NaN,9968.19016288487,3036.50623774813,1.30461961380453,0.719030921673786,137630.107005394,741,VCVS,BSF
ACTIVE_OTHER_CASCADED_VCVS,9697.5077221047,9697.5077221047,276578.799883812,6.66093806647454e-12,6.66093806647454e-12,4.14616469798807e-10,10287.3778191683,14070.6729919292,2.98606390757807,1.07838376073411,1232648.26865652,2315,ACTIVE_OTHER,LPF
VCVS_LPF,656471.872082718,656471.872082718,NaN,5.92605971043772e-11,5.92605971043772e-11,NaN,10075.792059474,5847.52723670295,1.58035410042079,0.704401006121601,4091.08013097209,963,VCVS,LPF
MFB_LPF,106515.158959981,1711.4435684657,151345.382931134,2.87208216528761e-10,1.9989134661114e-11,NaN,NaN,NaN,-1.42088116291501,0.392345615411421,130514.518226703,1975,MFB,LPF
MFB_LPF,121.495814644691,30724.969405188,152.616053210329,9.17533668283609e-10,1.51614808108992e-10,NaN,NaN,NaN,-1.25614247418026,0.0766783841013431,197057.277352794,1634,MFB,LPF
MFB_BPF,3249.2668752281,3441657.43763409,NaN,2.32335061414158e-11,3.49236500213562e-10,NaN,NaN,NaN,-881241.598249227,7.87076622113663,16708.0754990152,1505,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,14283.4900245259,14283.4900245259,260224.289125663,2.86147674288755e-11,2.86147674288755e-11,7.58064382373346e-11,9641.75782293232,1819.61880321802,1.48240903902795,0.561283449197488,198733.836276383,2639,ACTIVE_OTHER,HPF
ACTIVE_OTHER_CASCADED_VCVS,19385.3404184801,19385.3404184801,43110.4193208203,8.80550968467638e-11,8.80550968467638e-11,1.98713346544496e-10,10096.4353223594,5743.95939693532,2.39546253133242,0.688788710700479,55908.1739446601,2702,ACTIVE_OTHER,LPF
MFB_BPF,8902.04851388396,4270759926.92625,NaN,4.25335881755639e-11,2.25964686426046e-10,NaN,NaN,NaN,-497129.425313522,252.902078960171,263.291158980397,1628,MFB,BPF
VCVS_HPF,48190.7447008839,48190.7447008839,NaN,1.46399539039357e-10,1.46399539039357e-10,NaN,9953.22081431209,8240.55025120278,1.82792800490806,0.853189909994869,22558.8410791703,1136,VCVS,HPF
ACTIVE_OTHER_CASCADED_VCVS,3166.89892550843,3166.89892550843,557821.586756832,1.44021996315344e-11,1.44021996315344e-11,1.22995554989508e-10,9865.86107702535,6338.67802914101,2.93437483338028,0.780366851240567,1745885.35269353,2325,ACTIVE_OTHER,BPF
PASSIVE_RLC_BSF,545.603299198018,NaN,NaN,2.43100279117946e-10,NaN,NaN,NaN,NaN,1,7.41915325996827,161734.750845578,139,PASSIVE,BSF
PASSIVE_RC,11844.2647487156,NaN,NaN,1.0666153320268e-10,NaN,NaN,NaN,NaN,1,NaN,125980.753948112,453,PASSIVE,LPF
MFB_BPF,55085.3536034173,178658.100037071,NaN,1.55295779115906e-11,1.64261296015373e-11,NaN,NaN,NaN,-1105168.79357143,0.900103179507186,100448.453970293,1655,MFB,BPF
PASSIVE_RC,38929.4109008793,NaN,NaN,1.71911179216506e-10,NaN,NaN,NaN,NaN,1,NaN,23781.441766166,343,PASSIVE,LPF
MFB_LPF,2981892787.88017,9091.15143019655,10429171716.3569,7.89628302447759e-11,3.78246320124389e-11,NaN,NaN,NaN,-3.49750056700429,0.00134898410215322,299.07979048792,1965,MFB,LPF
MFB_BPF,2412.96954239696,9687766.71306517,NaN,3.17610388194317e-11,1.92533155702764e-10,NaN,NaN,NaN,-2152497.37628206,22.0911333489472,13311.6613813329,1864,MFB,BPF
VCVS_LPF,548963.024477957,548963.024477957,NaN,1.75820707342916e-10,1.75820707342916e-10,NaN,10010.8595944653,3580.34251757152,1.35764586285387,0.608882078098986,1648.94820884068,1345,VCVS,LPF
PASSIVE_RC,28252.0575044859,NaN,NaN,3.13297647993945e-10,NaN,NaN,NaN,NaN,1,NaN,17980.9616828692,37,PASSIVE,LPF
PASSIVE_RC,652690.959988498,NaN,NaN,1.62037662861604e-12,NaN,NaN,NaN,NaN,1,NaN,150486.161104157,185,PASSIVE,HPF
ACTIVE_OTHER_CASCADED_VCVS,36305.1118962505,36305.1118962505,6868.04592880832,1.19481826967828e-12,1.19481826967828e-12,1.28404974719188e-11,9920.01557246814,2555.2935853929,2.0335845598741,0.648504613081952,2736861.91795455,2400,ACTIVE_OTHER,BPF
MFB_BPF,5973.70463765527,10666.1523241127,NaN,3.72817020102309e-11,1.48788934591375e-10,NaN,NaN,NaN,-1125085.74033685,0.534856597105197,267707.898946276,1935,MFB,BPF
PASSIVE_RC,7642.79375961371,NaN,NaN,3.67825744381573e-10,NaN,NaN,NaN,NaN,1,NaN,56614.2643942496,323,PASSIVE,LPF
MFB_LPF,1135.56030212893,11022.1548027055,3921.25504036634,7.78882413139086e-11,6.88225348916701e-11,NaN,NaN,NaN,-3.4531455819782,0.131948224170487,330653.445355671,1784,MFB,LPF
PASSIVE_RC,207913.708015691,NaN,NaN,1.13619320676639e-10,NaN,NaN,NaN,NaN,1,NaN,6737.2834521688,532,PASSIVE,LPF
ACTIVE_OTHER_CASCADED_VCVS,107155.864111381,107155.864111381,319732.533706744,9.14277598152115e-10,9.14277598152115e-10,8.3211874597332e-11,9808.63621319298,2763.24084127357,1.72161105907439,0.592776021132082,3803.27289470268,2136,ACTIVE_OTHER,HPF
MFB_BPF,14895.1364020694,4654.57168327149,NaN,1.40322708037773e-11,4.80605366199668e-10,NaN,NaN,NaN,-139690.508984008,0.0928087122988132,232755.386998788,1827,MFB,BPF
VCVS_BPF,7691.71860548472,7691.71860548472,NaN,1.68763340704505e-11,1.68763340704505e-11,NaN,10076.5700912249,10626.8559831761,2.05461043658402,1.0577650089416,1226079.49775511,1239,VCVS,BPF
VCVS_BPF,3799.24480410153,3799.24480410153,NaN,2.13442869298941e-12,2.13442869298941e-12,NaN,9969.11879889238,7324.47635538725,1.73471652842587,0.790336728856423,19626425.1784117,968,VCVS,BPF
MFB_LPF,1958.4488396627,52148.5475018297,3569.49999245857,1.88766879355529e-10,6.14853809983432e-11,NaN,NaN,NaN,-1.82261589895468,0.158562963233975,108279.563991616,1700,MFB,LPF
MFB_BPF,25174.808593449,7344.10191209673,NaN,1.05790464086845e-11,7.34680959193269e-11,NaN,NaN,NaN,-540673.443189049,0.179157898859243,419850.85533018,1516,MFB,BPF
MFB_LPF,130101.68043725,1254.39331380258,260316.981221549,1.92988649829181e-10,9.59158864511246e-11,NaN,NaN,NaN,-2.00087331959639,0.0970624274309083,64735.2546064912,1945,MFB,LPF
PASSIVE_RLC_BSF,1043.36131493757,NaN,NaN,5.40430955943276e-10,NaN,NaN,NaN,NaN,1,10,22790.3776345855,27,PASSIVE,BSF
ACTIVE_OTHER_CASCADED_VCVS,3128.71971960139,3128.71971960139,881708.858026593,1.85187517356412e-10,1.85187517356412e-10,8.31252431055796e-10,10246.4989989252,13409.0438276546,3.39203298816109,1.04986118155412,137453.231877862,2558,ACTIVE_OTHER,LPF
PASSIVE_RLC_BSF,1252.85342920477,NaN,NaN,5.67528473195328e-11,NaN,NaN,NaN,NaN,1,10,165.652379324747,68,PASSIVE,BSF
PASSIVE_RC,310469.739945592,NaN,NaN,1.95470962525769e-11,NaN,NaN,NaN,NaN,1,NaN,26225.1875204382,353,PASSIVE,HPF
MFB_HPF,67710.2822842493,1311.07727015704,NaN,3.0116136938852e-11,1.91267326850554e-10,1.90071243732084e-11,NaN,NaN,-0.631127571633791,2.85599312133462,280156.09350604,1445,MFB,HPF
MFB_BPF,2912.39273705742,206148495004.681,NaN,3.98485524574816e-11,1.4357163568462e-11,NaN,NaN,NaN,-23915607.2356782,3712.4501270331,271.559173786752,1674,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,14233.4108120808,14233.4108120808,12404.158924592,1.12855259538205e-11,1.12855259538205e-11,9.21790740743338e-11,10009.14250623,4494.74962843153,3.33843024786473,1.04062435305284,565000.808704834,2284,ACTIVE_OTHER,BPF
MFB_BPF,78095.6946223999,17.1622025974791,NaN,5.69925017671577e-11,6.16107047796396e-10,NaN,NaN,NaN,-20783.4064560456,0.00412696338094447,733640.206223282,1502,MFB,BPF
PASSIVE_RLC_BPF,1472.6328600744,NaN,NaN,1.64874767584993e-11,NaN,NaN,NaN,NaN,1,10,1932.37713386072,650,PASSIVE,BPF
MFB_BPF,9332.29843102403,2721699461.57784,NaN,2.581673090643e-10,3.06287625949474e-10,NaN,NaN,NaN,-349850.041718932,269.036899869074,112.30274943829,1665,MFB,BPF
PASSIVE_RC,236861.257176763,NaN,NaN,1.15214982606581e-12,NaN,NaN,NaN,NaN,1,NaN,583199.500044319,268,PASSIVE,HPF
MFB_BPF,8039.05894921506,6659846524.18419,NaN,2.28001788531012e-10,1.25079558089251e-11,NaN,NaN,NaN,-9945083.83559739,202.096653984577,407.308167217861,1934,MFB,BPF
MFB_LPF,7116.14315064376,68223.1785340373,27330.6526836145,1.26624141257905e-10,6.82156571623361e-10,NaN,NaN,NaN,-3.84065526859758,0.0520282710915458,12540.904628881,1940,MFB,LPF
PASSIVE_RC,5129.42677814875,NaN,NaN,3.18352381594291e-11,NaN,NaN,NaN,NaN,1,NaN,974637.671806445,136,PASSIVE,LPF
MFB_LPF,203056.700914942,2823.92903264271,364233.852127751,2.11580827144583e-11,3.48652673849545e-11,NaN,NaN,NaN,-1.79375440695416,0.0671385460437203,182712.573036769,1823,MFB,LPF
PASSIVE_RC,7292.69843601272,NaN,NaN,2.98484709921611e-10,NaN,NaN,NaN,NaN,1,NaN,73115.5560893686,172,PASSIVE,HPF
ACTIVE_OTHER_CASCADED_VCVS,4579.56274211682,4579.56274211682,129465.205806945,1.8791093324281e-12,1.8791093324281e-12,6.32568887419007e-11,9722.15958489966,1890.58031633838,1.84398755516244,0.858335076887528,9256998.32209913,2300,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,904965.378579652,904965.378579652,24565.0231370409,6.93519137627545e-12,6.93519137627545e-12,1.20497617998509e-12,9911.8936985368,11413.9885664543,4.02509821850074,1.03209547512987,2701083.20508432,2444,ACTIVE_OTHER,HPF
ACTIVE_OTHER_CASCADED_VCVS,6440.33613612799,6440.33613612799,532911.96914191,1.6291423985628e-11,1.6291423985628e-11,8.28652113346201e-10,10003.7850220886,9394.72903214015,3.06328649124833,0.823352016278083,758622.517565505,2272,ACTIVE_OTHER,HPF
VCVS_HPF,1418.78875338856,1418.78875338856,NaN,1.69225998808222e-12,1.69225998808222e-12,NaN,10056.8447961365,13875.3208347222,2.37968926795536,1.61209527474052,66288059.8952472,1357,VCVS,HPF
PASSIVE_RLC_BPF,7210.73339993895,NaN,NaN,1.48650798970109e-10,NaN,NaN,NaN,NaN,1,10,397.944636971206,10,PASSIVE,BPF
MFB_HPF,1182.64874884405,182188.343811279,NaN,3.55096054566166e-10,1.53226772542595e-10,3.87007630599276e-11,NaN,NaN,-0.108986744747727,0.104067458569918,140800.714391159,1648,MFB,HPF
MFB_BPF,47870.8864927887,693006288.6219,NaN,4.57664279504866e-11,1.36804707946618e-11,NaN,NaN,NaN,-1526959.38896918,50.6439626720588,1104.31196724793,1785,MFB,BPF
MFB_BPF,3966.53042504764,9782.60824303167,NaN,9.47118503683018e-10,2.02912096397263e-11,NaN,NaN,NaN,-12424567.2842196,0.225044095116901,184302.521119892,1559,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,1676.71951458422,1676.71951458422,188406.80386975,1.27249520223856e-10,1.27249520223856e-10,5.01045509401973e-11,10003.6312799303,2438.61320715506,2.08996721092092,0.663588066053647,381399.49322862,2773,ACTIVE_OTHER,HPF
VCVS_LPF,211018.634716708,211018.634716708,NaN,5.29089568200621e-10,5.29089568200621e-10,NaN,9949.56210912545,9930.63179721911,1.99809737235682,0.998100985474354,1425.50952639147,1075,VCVS,LPF
PASSIVE_RC,211853.85482165,NaN,NaN,1.55341286588766e-11,NaN,NaN,NaN,NaN,1,NaN,48361.1771227345,611,PASSIVE,HPF
MFB_BPF,1490.73614057655,958081000.47934,NaN,5.45613795103912e-11,3.62700804691409e-10,NaN,NaN,NaN,-1849484.51930593,270.276712251567,946.676718731468,1462,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,192248.012269195,192248.012269195,254835.117029845,1.28465250168155e-12,1.28465250168155e-12,1.55294104290465e-12,9675.76735495697,12860.2314345222,5.2351049741712,1.4098955695698,523295.916576997,2261,ACTIVE_OTHER,BPF
PASSIVE_RC,8889.08808674641,NaN,NaN,1.25247380582503e-12,NaN,NaN,NaN,NaN,1,NaN,14295332.7872957,169,PASSIVE,LPF
VCVS_HPF,1907.35144519993,1907.35144519993,NaN,9.89640734982474e-12,9.89640734982474e-12,NaN,9777.49968459538,13177.2358822258,2.34771018228585,1.53306087699535,8431635.92781959,1125,VCVS,HPF
